side_effect,compound
db00396,c0235996
db06701,c0852911
db00982,c0030578
db00922,c0162119
db06777,c0009763
db00989,c0020621
db00445,c0030252
db00927,c1443060
db00582,c0011053
db00543,c0021141
db00566,c0011603
db00480,c0039231
db00993,c0016579
db01367,c2830004
db01590,c0024312
db00520,c0008370
db01263,c0017675
db01167,c0042373
db00651,c0032617
db00529,c0006625
db00857,c0235763
db01182,c0039503
db00563,c0000737
db01268,c0151849
db01198,c0038358
db00335,c0038990
db00344,c0012833
db00327,c0948594
db00480,c0149745
db00285,c0023052
db00320,c0036974
db01065,c0017178
db00675,c0029456
db00734,c0041969
db00537,c0151736
db05630,c0007642
db00242,c0151313
db00773,c0041657
db00640,c0033036
db00178,c0040034
db06594,c0004604
db00571,c0000737
db01267,c0042571
db08873,c0005586
db00953,c0036572
db00520,c0860711
db00355,c0518015
db00401,c0037763
db00381,c0017152
db00448,c0038990
db01104,c1142412
db01018,c0021053
db01238,c0036358
db00537,c1142412
db00999,c0476273
db00460,c0151605
db01189,c0234215
db00188,c0004093
db01101,c0085119
db01413,c0018681
db00176,c0022346
db00252,c2242737
db00876,c0011991
db00559,c0851341
db01586,c0042571
db06218,c0014457
db01262,c1619712
db01008,c0746883
db00503,c0011606
db06701,c3665347
db06701,c0332534
db00910,c0003123
db01149,c0020649
db01128,c0162119
db00552,c0031542
db00790,c0277585
db08873,c0038363
db00050,c0521305
db00293,c0015967
db01229,c0003962
db00783,c0392684
db00281,c2363731
db00862,c0149707
db00899,c0042963
db00731,c0085649
db08816,c0700200
db00881,c0027051
db01213,c0011991
db00863,c0002962
db01351,c0032326
db00762,c0027051
db00747,c0497365
db00230,c0028961
db00244,c0003864
db01224,c0011603
db01115,c0014518
db00569,c0236024
db00755,c0011570
db00326,c0013378
db01104,c0024305
db00983,c0242379
db01229,c0009763
db00701,c0525045
db00648,c0027497
db08882,c0011991
db01037,c0026826
db00788,c0033575
db01020,c0233472
db01004,c0235146
db01586,c0003862
db00537,c1258215
db01085,c0022568
db00864,c0020598
db00734,c0750876
db00715,c0029456
db00284,c0009806
db00814,c1443060
db00734,c0270996
db00993,c0042164
db00523,c0041834
db00297,c0026946
db06695,c0006266
db01129,c0151602
db00586,c0003123
db01229,c1442826
db01186,c0043094
db01062,c0239978
db06616,c0267792
db01165,c0014591
db00262,c0085628
db00962,c0042109
db00185,c0020517
db01072,c0022650
db00564,c0520966
db00313,c3665386
db01001,c0003467
db00230,c0041747
db00486,c0011603
db00218,c0035459
db00922,c0027765
db06335,c0042963
db04574,c0014175
db01019,c0014724
db00975,c0003467
db00860,c0022568
db00370,c0029408
db00513,c0027424
db08887,c0242350
db00196,c0010414
db00543,c0018794
db00185,c0392025
db00953,c0014518
db00321,c0520966
db00642,c0162429
db01119,c0012833
db00367,c0687713
db00843,c0000833
db00727,c0236051
db00962,c0023518
db01208,c0013390
db00624,c0853117
db01101,c0948586
db00313,c0016204
db00784,c0013491
db00585,c0003123
db06589,c0151766
db00789,c0521506
db00396,c0149741
db01268,c0151479
db04896,c0009806
db00273,c0151827
db01097,c0497156
db00312,c0018681
db00686,c0035317
db01062,c0017601
db01156,c0235162
db00302,c0019080
db00900,c0020541
db01182,c0003578
db01016,c0456909
db00276,c0002871
db00327,c0023380
db06717,c0392618
db01110,c0018939
db00234,c0038587
db01208,c0019080
db05109,c0003123
db00341,c0235198
db00949,c0267596
db00724,c0024299
db00744,c0231528
db00705,c2047937
db00413,c0679048
db00176,c0042571
db00667,c0013395
db01238,c0156404
db00422,c0013456
db00586,c0851341
db00368,c0017086
db00813,c0149745
db00437,c0085681
db00315,c0002962
db00495,c0497156
db00734,c0235074
db00402,c0020039
db01623,c0020456
db00380,c0042109
db00855,c0332534
db00917,c0233494
db01041,c0234428
db00449,c0030193
db00635,c0020458
db00877,c0521591
db01030,c0010200
db04572,c0018790
db04868,c0002622
db00323,c0011253
db00404,c0235295
db00136,c0241057
db00286,c0043094
db00437,c0026848
db00468,c0018790
db00611,c0003123
db01628,c0006142
db00438,c0016382
db00960,c0013404
db00776,c0018979
db00193,c0027531
db00679,c0085583
db00982,c0011849
db00757,c0243026
db00999,c0553704
db01074,c0042721
db00284,c0022346
db00425,c0162830
db00477,c0002878
db00635,c0018790
db01124,c0853026
db00244,c0041969
db00482,c0042963
db00180,c0011991
db01200,c0013144
db00773,c0155320
db00285,c0035317
db00695,c0020621
db00869,c2830004
db01142,c0149931
db00531,c0948594
db01194,c0042075
db01165,c0242172
db00624,c0037315
db00104,c2363730
db01039,c0040034
db01029,c0040264
db00404,c0392702
db00262,c0018681
db01208,c0227791
db08816,c0019080
db00273,c0017675
db00811,c0027424
db00844,c0041834
db00884,c0349790
db00590,c0009763
db00953,c0233407
db00198,c0014518
db01008,c0376545
db00753,c0037036
db01166,c0151701
db00900,c0021368
db00515,c0041834
db00445,c1096403
db00864,c0023518
db01067,c1167965
db00468,c0393593
db06705,c0027709
db00619,c1384353
db00185,c0042907
db01586,c0404521
db04868,c0595877
db00569,c0086565
db00512,c1384353
db05271,c0152029
db00495,c0004364
db00224,c0011849
db01009,c0687713
db00188,c0262988
db00688,c0006849
db06288,c0152128
db06287,c0206062
db00220,c0267792
db00297,c0427008
db00612,c0151907
db01105,c0438215
db00246,c0853011
db00641,c0002170
db01164,c0004093
db00296,c0438215
db08947,c0015230
db00641,c0041912
db00583,c0000737
db00344,c0031117
db08893,c1519353
db01416,c0016204
db00285,c2711227
db00631,c0687713
db01208,c0151905
db00698,c0542184
db00230,c0085595
db06772,c0002170
db00246,c0020505
db00776,c0021099
db01013,c0002170
db01177,c0004238
db00176,c0442874
db01009,c0016382
db00193,c0043352
db00273,c0036572
db01611,c0242429
db00465,c0010043
db00578,c0015967
db00989,c0042267
db00476,c0595877
db00413,c0947912
db01204,c0392386
db00624,c0241705
db01097,c0008031
db00776,c0085649
db01142,c0041969
db00649,c0043096
db00402,c0235660
db01137,c0085129
db00847,c0577559
db01204,c0242350
db01254,c1112192
db00909,c0151736
db00389,c0020517
db00187,c0080274
db00715,c0014534
db01018,c0022081
db08910,c0043096
db00303,c1096034
db00996,c0038661
db01119,c0542203
db00734,c0027125
db00615,c0750394
db06702,c0017168
db01327,c0332534
db00853,c0687713
db00586,c0036454
db00218,c0002418
db06817,c0003467
db00104,c0006826
db04835,c0003621
db00422,c0015397
db01590,c1720775
db00688,c0343886
db01583,c0022660
db00304,c0021053
db06201,c0233414
db00343,c0151636
db00644,c0232487
db01211,c0004936
db00471,c0020580
db00850,c0085636
db04574,c0340726
db00215,c0747256
db00827,c0000729
db01105,c0019360
db00331,c0162429
db00367,c0221717
db00035,c0018799
db01398,c0009450
db00200,c0948857
db00924,c0080274
db04868,c0151717
db01181,c0005779
db05294,c0014130
db06288,c1735368
db00640,c0027424
db00294,c1861172
db00492,c0085602
db01291,c2830004
db00688,c0018991
db00194,c0151699
db00261,c0151517
db01113,c0018681
db01192,c0150055
db00091,c0340865
db00361,c0015672
db01041,c0038454
db00784,c0235266
db00747,c0000737
db00328,c0917801
db00630,c0015230
db00752,c0009806
db00897,c0683369
db00999,c0392176
db00402,c0242301
db00996,c0017152
db08910,c0006277
db00939,c0040264
db06717,c1384353
db01248,c0152227
db00912,c0002170
db02546,c0009450
db00287,c0043352
db08901,c0235325
db00195,c0442874
db00413,c0314719
db00605,c0030312
db00973,c0917801
db00528,c0948586
db00868,c0232487
db00658,c0015230
db00625,c0151479
db00951,c0013395
db00667,c0085649
db01273,c0029456
db00328,c0518015
db01156,c0150450
db00641,c1510497
db00176,c0686347
db01112,c0041834
db00460,c0026858
db00539,c0025061
db01053,c0002878
db01339,c1145670
db00912,c0042963
db00590,c0042109
db00413,c0039520
db00193,c0011570
db01217,c0404521
db00465,c0027707
db00999,c0016204
db00695,c0011603
db00288,c0034212
db00683,c0020440
db00495,c0001125
db08906,c0018681
db00445,c0221269
db00997,c0438215
db01168,c0085636
db00433,c0004096
db00650,c0009450
db00879,c0002871
db00896,c0031350
db01263,c0027707
db00998,c0233494
db00862,c0847033
db00348,c0018681
db01608,c0242350
db01003,c0220870
db00918,c0004936
db00181,c0085633
db00397,c0022107
db00796,c0015672
db01390,c0009450
db01260,c0877661
db01185,c0005779
db00625,c0151786
db01175,c0151772
db00347,c0019214
db01410,c0013404
db00675,c0392386
db01029,c0456909
db00318,c0022107
db01394,c0018099
db00934,c0027051
db00323,c0235146
db00669,c0743680
db00705,c0030193
db00264,c0038218
db00627,c0917801
db00734,c0025323
db01274,c0020438
db01181,c0687713
db01200,c0018802
db00991,c0948586
db00643,c0036572
db00983,c0018794
db00879,c0027813
db00945,c0003862
db01273,c0877167
db00681,c0028259
db00480,c0151766
db00246,c0085932
db01156,c0085595
db00619,c0018926
db00675,c0035309
db06777,c0018965
db01068,c0022107
db00224,c0008031
db01340,c0000737
db00500,c0042963
db00468,c0042401
db06700,c0043387
db00181,c0426390
db00743,c0039070
db00597,c0010200
db06695,c0237938
db00459,c0011603
db00685,c2242737
db01105,c3665386
db01248,c0232462
db00193,c0011849
db01393,c0016204
db00900,c0030305
db00687,c0016658
db04574,c0023218
db00224,c0042029
db01267,c0030196
db01065,c0039070
db06590,c0041834
db00669,c0025874
db00213,c0011606
db01179,c0005758
db01008,c0039231
db01195,c0085636
db00960,c0438717
db00860,c0042769
db01409,c0038362
db01238,c0027947
db01238,c0020550
db00706,c0010200
db00986,c0042075
db08826,c0426576
db04844,c0233407
db00603,c1527344
db01264,c0151479
db00273,c0003028
db01047,c0020456
db00862,c0009763
db00496,c0033774
db00472,c0011880
db04896,c0020458
db00882,c1621958
db00708,c0041834
db00968,c0027059
db00740,c0021177
db00268,c0006145
db01229,c0009676
db00834,c0242172
db00276,c0151539
db00943,c0424295
db00681,c0151465
db00317,c0015672
db00220,c0041834
db00341,c0002878
db00238,c0267797
db00715,c0553721
db00396,c0043349
db06701,c0009782
db01198,c0020039
db00582,c0151636
db00216,c0020517
db00635,c0020456
db00332,c0041912
db00440,c0178298
db01112,c0013428
db00762,c0948089
db00959,c0021053
db00746,c0010038
db00972,c0042963
db01590,c3160756
db00736,c0234215
db01242,c0014130
db00459,c0030193
db00671,c0008370
db06589,c0002871
db01200,c0028084
db00997,c0041364
db00244,c1384353
db01627,c0040046
db00302,c0948089
db00472,c0029443
db04845,c0020517
db00264,c0002622
db00722,c0029408
db00370,c0021400
db00476,c0549373
db01359,c0020458
db01128,c0037199
db01175,c0948089
db00850,c0162830
db00669,c0013144
db00327,c0232292
db01205,c0043352
db00531,c0035410
db01320,c2242737
db01320,c0039070
db00537,c0151746
db00962,c0042267
db00295,c0023066
db00428,c0854467
db00294,c1384606
db00656,c0008370
db00625,c0018213
db00436,c0012833
db00908,c0027540
db00426,c0030252
db00423,c0012833
db00736,c0030252
db00187,c0034063
db00280,c0013428
db00458,c0004245
db00443,c0023518
db00202,c0037036
db01420,c0025061
db00369,c0149931
db00313,c3251821
db00377,c0242184
db00665,c0018965
db00559,c0014742
db00304,c0085633
db00969,c0019080
db00503,c0019158
db00953,c0030252
db00605,c1368065
db01042,c0042963
db00994,c0024523
db00176,c0020456
db00396,c0151736
db00674,c0011603
db00307,c0006826
db00369,c0085584
db00952,c0522055
db00659,c0040822
db00275,c0037763
db00501,c0018524
db00906,c0518015
db00724,c0234913
db01280,c0233414
db01413,c0019054
db04868,c0014742
db06702,c0041912
db00619,c0035078
db01085,c0036508
db00715,c0037036
db00983,c0151671
db01050,c0235063
db00589,c0917801
db00520,c0004604
db00949,c0542571
db00230,c0006852
db01137,c0036508
db00315,c0340464
db00213,c0039520
db00248,c0036974
db01129,c0428977
db00648,c0233715
db00230,c0011849
db01095,c0035410
db04868,c0020473
db00327,c0575090
db01186,c0036508
db00426,c0151662
db08868,c0024291
db00448,c0151629
db00476,c0043352
db01132,c0042109
db00335,c0008031
db01623,c0001824
db00360,c0017181
db00348,c0011991
db00715,c0039503
db00996,c0234518
db00186,c0022346
db00654,c0030193
db00563,c0010709
db01238,c0699828
db01186,c0042267
db00966,c0020621
db01075,c0004093
db00483,c0040034
db01137,c0235818
db00188,c2945586
db00773,c0853777
db00482,c0006277
db00512,c0004604
db01186,c0027121
db01590,c0034050
db00282,c0009806
db00178,c3665347
db00757,c0009806
db00130,c0392525
db00590,c0020458
db01238,c0234458
db00669,c0687713
db00877,c0040264
db00220,c0033774
db06148,c0003864
db01212,c0008370
db00659,c2239176
db00190,c0221745
db00198,c0151763
db06155,c0037199
db00327,c1145670
db01175,c0427055
db08873,c0036974
db00712,c0037199
db01248,c0547030
db00975,c0013456
db00669,c0020456
db00537,c0332563
db00222,c0000737
db00247,c0002170
db00611,c0232462
db00451,c0018213
db01162,c0043352
db00813,c0018681
db01410,c0271738
db01043,c0030312
db00369,c0497327
db08918,c0033893
db00764,c0262977
db01077,c0038325
db00188,c0268407
db00927,c0038325
db00559,c0020621
db01042,c0011603
db00303,c0234913
db00244,c0015672
db00422,c1384353
db06288,c0041105
db01162,c0013378
db00207,c0151766
db08868,c0521987
db00917,c0042373
db00746,c0015397
db06204,c0152032
db00749,c0036572
db01085,c0344232
db00813,c0002170
db00760,c0022346
db00776,c0018932
db06705,c0239783
db00289,c0042075
db01591,c0687133
db00285,c1522133
db01105,c0085096
db00393,c0085616
db00323,c0004096
db00784,c0019158
db01160,c0034065
db00853,c0023530
db01105,c0086565
db00313,c0009676
db00307,c0017178
db00242,c0015376
db00520,c0162429
db00220,c0023787
db04911,c0151904
db00997,c0043352
db00962,c0002962
db04574,c0040053
db00567,c0404521
db06414,c0042075
db06701,c0002994
db01085,c0574067
db01238,c0021167
db01248,c0031542
db00966,c0013395
db00881,c0002878
db06701,c0007773
db01050,c0030305
db00966,c3665347
db00286,c0016977
db01120,c0017181
db00844,c0042023
db00608,c0302295
db00176,c0020538
db00952,c0428977
db00422,c0151505
db00715,c0030794
db01229,c0271051
db00437,c0019158
db00537,c0022281
db01192,c0011615
db00246,c0020514
db00480,c0041969
db01073,c0017178
db08860,c0002622
db00193,c0853034
db00443,c0152128
db00762,c0004604
db06268,c0037274
db04845,c0027051
db00972,c0948594
db00503,c0002871
db00669,c0038814
db00788,c1368065
db06594,c0022346
db06268,c0018674
db00203,c3263723
db00441,c0235996
db01242,c0267797
db00232,c0349506
db00461,c0039070
db00295,c0233485
db00779,c0015230
db00811,c0877192
db02638,c0018801
db00268,c0043349
db01229,c0021053
db00692,c0857353
db00993,c0023467
db01009,c0020517
db01611,c0002994
db04930,c0011603
db01586,c0009676
db00528,c0020443
db01273,c0042023
db00619,c0011609
db00176,c0021177
db00675,c0003467
db00459,c0030554
db00996,c0011175
db00287,c0018681
db01004,c0011603
db00185,c0030201
db01100,c0151889
db00441,c0700292
db06699,c0152031
db00619,c0038325
db00476,c1167965
db00243,c0037274
db01244,c0000737
db00864,c0017168
db00177,c0035455
db00996,c0013428
db00952,c0040034
db00770,c0036974
db00945,c0038990
db00889,c0028961
db00999,c0948089
db00722,c0020461
db01072,c0038363
db00918,c0026826
db00997,c0037299
db00814,c0023530
db00705,c0027339
db00598,c0239488
db00176,c0020443
db00335,c0013144
db01356,c0013144
db01015,c0023530
db00188,c0039584
db00448,c0034882
db00459,c1527344
db01202,c0019158
db00404,c0232462
db01115,c0948594
db01137,c0036830
db08873,c0233763
db01156,c0877322
db00879,c0002994
db00704,c0152029
db00529,c0037763
db00523,c0020492
db00897,c0151786
db08918,c0242350
db00198,c0038325
db00176,c0001824
db00014,c0018681
db00035,c0036974
db01208,c0234215
db01003,c0008031
db00331,c0020615
db00195,c0004095
db00531,c0151565
db04953,c2830004
db01008,c0333355
db00185,c0026946
db00549,c0015672
db00196,c0002170
db00332,c0013378
db00701,c0013415
db01410,c0002994
db00704,c0151735
db01110,c0521491
db00859,c0040046
db00307,c0151825
db00476,c0011849
db00993,c0040034
db01238,c0020461
db00193,c0086543
db01340,c0033774
db00285,c0020433
db00448,c0234233
db00667,c0521839
db00459,c0010043
db00233,c0030920
db00531,c0850149
db01273,c0017181
db06705,c0232602
db01156,c0009938
db00422,c0018418
db00757,c0037383
db01624,c0004093
db00355,c0015967
db00905,c0423153
db00997,c0948594
db05013,c0151205
db01015,c0018681
db00328,c0000731
db00196,c1258215
db00465,c0151529
db01610,c0011053
db00594,c0003862
db01274,c0024115
db01176,c0037763
db01182,c0004936
db00176,c0235818
db00921,c0011616
db00535,c0206061
db00713,c0041349
db00536,c0233494
db00091,c0015230
db00216,c0013604
db00570,c0581883
db01085,c0013378
db00214,c0020625
db00997,c0040558
db04861,c0004245
db00472,c0027540
db01015,c0020517
db01242,c0020651
db00482,c1384353
db01037,c0013456
db00337,c0162830
db00619,c0016204
db00512,c0012833
db00438,c0232766
db00724,c0677500
db01115,c0340865
db00194,c0039231
db01097,c0042384
db08882,c0948594
db00528,c0027441
db00482,c0020458
db01120,c0235832
db01254,c0041657
db00755,c0085649
db00153,c0948525
db00215,c0155428
db00843,c0040409
db04896,c0455204
db00178,c0021141
db06663,c0232462
db00220,c0392525
db00437,c0553548
db00643,c0019158
db00227,c0009450
db06723,c0009450
db00978,c0235431
db00362,c0085593
db01242,c0016655
db00916,c0010692
db00611,c0027424
db08893,c0012833
db00482,c0011991
db01583,c0232602
db00904,c0085631
db00569,c0033774
db01346,c0151766
db00922,c0027497
db00402,c0008350
db01072,c0392025
db01240,c0004936
db01367,c0009450
db01219,c0020517
db00461,c0740394
db00234,c0162429
db01351,c1306341
db01242,c0152128
db01267,c0595930
db00472,c0022107
db00741,c0237849
db00448,c0042373
db00381,c0028734
db00201,c0011603
db01195,c0041657
db00582,c0002994
db01200,c0428977
db00674,c0231218
db01320,c0004096
db00582,c0020649
db00889,c0042029
db01005,c0043094
db01042,c0030312
db06809,c0027497
db01068,c1527344
db01067,c0021141
db08912,c0085932
db01390,c0042963
db01155,c0013604
db00494,c0019937
db01268,c0015672
db05271,c0221706
db00216,c0018520
db06201,c0004604
db01043,c0043096
db08947,c0026975
db00884,c0039070
db00492,c0744727
db00982,c0878544
db01035,c0220870
db00437,c0231528
db01267,c0042510
db01085,c0035309
db00996,c0003123
db00448,c0003862
db00402,c0042963
db01375,c0042963
db06817,c0221201
db00701,c0040822
db08906,c0031350
db00445,c0011849
db00999,c0151908
db01586,c0007642
db04946,c0013384
db00190,c0012833
db00481,c0042963
db00586,c0349790
db01214,c0027051
db05109,c0235378
db00943,c0852911
db01211,c0027707
db00296,c0221069
db01105,c0038990
db00482,c0542571
db00624,c0575090
db06710,c0004509
db00862,c0004093
db00305,c0027497
db00181,c3263723
db00882,c0015230
db00208,c0022658
db00681,c0033774
db00315,c0042029
db00242,c1368065
db00444,c0003123
db00928,c0025222
db06684,c0741553
db00483,c0240327
db00857,c0027424
db05109,c0015376
db00216,c0012833
db01409,c0235467
db01137,c0236068
db00674,c0032285
db00649,c1142524
db00426,c0542571
db00731,c0015230
db00230,c0151596
db00906,c0149931
db00683,c0221170
db05294,c0700225
db06777,c0347390
db01211,c0014335
db00268,c0040264
db00607,c0151766
db00833,c0002792
db01156,c0856604
db01037,c0947912
db01235,c0042075
db06717,c0043352
db00443,c0017178
db00625,c0233494
db00910,c0010200
db01043,c0085593
db01327,c0030193
db00490,c0002957
db00338,c0700590
db01150,c0011974
db01197,c0030554
db06204,c0002792
db00413,c0040264
db00335,c0021775
db00714,c0009806
db00273,c0022658
db00915,c0231835
db00784,c0268000
db00230,c0007766
db00461,c0085593
db00705,c0022346
db01174,c0015967
db00215,c0014868
db01104,c0004093
db00661,c0011603
db00559,c0015230
db05294,c0020546
db00813,c0009782
db01141,c0746883
